budget,id,popularity,revenue,runtime,vote_average,vote_count
85000000,9678,18.335992,0,90.0,5.2,438
88000000,4442,40.138009,105316267,118.0,5.6,818
70000000,75,44.090535,101371017,106.0,6.1,1509
0,330770,3.300061,0,81.0,6.4,47
0,9433,20.632673,43312294,117.0,6.7,349
80000000,19959,36.664991,122444772,89.0,5.9,1195
80000000,11973,18.26121,34566746,145.0,6.9,189
80000000,11228,16.681269,159212469,115.0,5.8,378
80000000,77951,10.088006,126546518,87.0,5.2,133
44000000,5491,7.89147,21400000,118.0,3.0,255
80000000,10715,16.715631,68514844,90.0,5.6,297
80000000,10197,9.357734,53825515,112.0,5.1,165
80000000,9562,11.22268,19480739,116.0,5.4,318
80000000,9922,14.564667,17626234,177.0,6.1,299
90000000,9447,11.356079,69131860,92.0,5.2,305
90000000,274854,52.612025,146936910,106.0,5.7,1316
80000000,8870,13.800656,33463969,106.0,5.4,267
86000000,9992,27.097932,107944236,94.0,6.0,639
0,36970,10.706613,19406406,84.0,7.3,111
80000000,10077,7.342892,5989640,110.0,4.8,111
130000000,76649,50.561849,117831631,105.0,5.2,1267
8000000,293644,0.719996,0,89.0,5.3,9
60000000,453,59.248437,313542341,135.0,7.7,3009
45000000,8587,90.457886,788241776,89.0,8.0,5376
79000000,72545,40.723459,355692760,94.0,5.8,1030
78000000,109451,41.247402,248384621,95.0,6.4,915
78000000,9533,10.083905,209196298,124.0,6.7,1115
100000000,2023,16.759252,108103450,136.0,6.5,318
79000000,71880,22.132418,149673788,91.0,4.1,604
76000000,584,10.520961,236350661,107.0,6.2,2028
64000000,309809,35.384423,97571250,92.0,7.6,756
80000000,4858,15.673154,15071514,99.0,5.7,359
76000000,17711,8.981427,35134820,88.0,3.9,87
75000000,328111,31.482872,875958308,87.0,5.9,3462
78000000,8698,47.436675,179265204,110.0,5.7,1155
76000000,93456,136.886704,970761885,98.0,7.0,4637
75000000,602,60.442593,816969268,145.0,6.7,3260
73000000,330,2.502487,229074524,129.0,6.2,2487
75000000,953,48.110909,532680671,86.0,6.6,3237
76000000,9693,35.387874,69959751,109.0,7.4,2071
75000000,36657,4.66891,296339527,104.0,6.8,4097
75000000,8909,73.82289,258270008,110.0,6.4,2528
75000000,9802,51.469576,335062621,136.0,6.9,1456
80000000,950,85.115058,660940780,91.0,6.5,2951
75000000,1824,61.437586,196482882,99.0,6.6,2105
50000000,2976,31.160542,90450008,117.0,6.5,709
80000000,11026,15.761384,78000586,114.0,4.7,183
75000000,332,17.561955,0,78.0,4.3,318
75000000,75656,71.124686,117698894,115.0,7.3,5487
80000000,38365,38.864027,271430189,102.0,6.0,1705
60000000,594,57.753914,219417255,128.0,7.0,1910
