budget,id,popularity,revenue,runtime,vote_average,vote_count
45000000,1537,17.270539,94935764,89.0,5.9,299
45000000,9360,27.684779,136885767,89.0,4.7,610
45000000,6282,26.79781,113916474,100.0,5.8,575
40000000,508,37.073127,244931766,135.0,7.0,1869
120000000,9487,87.350802,363258859,95.0,6.8,2303
35000000,768,26.134678,74558115,122.0,6.6,741
45000000,2636,16.582709,170362582,110.0,5.5,313
45000000,10478,10.731574,53854588,135.0,5.9,150
0,27983,2.094151,0,111.0,6.2,26
45000000,9981,8.99269,56070433,95.0,5.6,176
50000000,7453,51.742065,104478416,109.0,6.6,1315
0,15045,7.157635,0,93.0,4.3,69
45000000,7737,12.06538,148412065,94.0,6.1,1292
40000000,232672,44.120328,123494610,117.0,6.6,1006
45000000,17379,6.156015,38399961,112.0,6.4,119
45000000,8987,12.362876,0,111.0,6.1,210
45000000,11359,11.095914,0,96.0,5.9,134
45000000,82525,31.856589,82966152,131.0,6.2,766
25000000,9759,24.459948,56422687,94.0,6.1,537
40000000,9486,28.029015,160583018,88.0,6.0,852
50000000,9906,20.239061,55181129,88.0,5.5,366
40000000,841,25.876582,30925690,137.0,6.5,562
0,4688,11.872841,0,133.0,7.1,410
35000000,4148,20.360549,75225693,119.0,6.7,796
55000000,2207,32.31022,65664721,105.0,6.2,661
70000000,9381,27.568194,72108608,101.0,5.4,676
45000000,9625,6.250282,0,92.0,4.7,100
45000000,9304,11.120344,0,117.0,5.5,154
45000000,20856,13.707183,57881056,86.0,5.3,244
35000000,5955,12.495436,29400000,123.0,6.5,215
45000000,9899,6.803965,38058335,134.0,6.1,151
45000000,9826,9.025236,17300889,100.0,4.7,136
57000000,21355,7.524671,0,117.0,5.8,60
44000000,10858,3.770161,13681765,192.0,7.1,71
45000000,11439,21.118196,60222298,128.0,6.7,670
45000000,9457,6.513856,11203026,106.0,6.0,154
45000000,12412,11.387408,9323833,160.0,6.3,90
110,1494,9.950505,0,114.0,6.6,203
45000000,13184,14.813057,42487390,99.0,5.0,332
40000000,2185,5.201688,8493890,85.0,6.3,80
45000000,6639,5.361699,4607608,139.0,6.4,81
45000000,38153,3.848893,2154540,103.0,4.0,11
45000000,58233,35.6585,160078586,101.0,6.0,1007
65000000,116977,5.258726,73706,87.0,2.3,28
44500000,68734,62.01056,232324128,120.0,7.1,3423
44000000,5503,54.884297,368875760,130.0,7.2,1220
40000000,27573,33.747825,136000000,110.0,5.5,858
44000000,819,16.245068,165615285,147.0,7.3,715
44000000,1369,38.653969,300400432,96.0,6.3,864
44000000,9623,3.937352,0,118.0,5.5,89
2600000,10895,46.007991,84300000,88.0,6.9,1355
44000000,10935,5.380124,3484331,219.0,6.4,55
50000000,834,49.020045,111340801,106.0,6.4,1528
40000000,228066,24.821138,34227298,109.0,5.6,685
43000000,711,19.043286,80049764,136.0,7.0,302
43000000,10468,5.418921,0,103.0,6.0,208
45000000,10027,25.999888,50871113,103.0,6.6,518
43000000,11812,18.65632,68696770,84.0,5.3,280
42000000,37233,23.736535,270248367,154.0,6.6,501
44000000,37950,21.75433,48190704,99.0,6.8,566
40000000,27582,44.094856,51070807,93.0,6.3,1045
42000000,64688,62.714026,201585328,109.0,6.7,4074
42000000,509,28.969151,363889678,124.0,7.0,1262
45000000,7443,31.789029,224834564,84.0,6.5,1150
42000000,5966,33.238296,171963386,90.0,5.8,773
40000000,11066,6.420434,70100000,117.0,5.4,134
43000000,136795,37.654688,158674180,117.0,6.5,1575
31115000,8095,13.244365,71000000,248.0,6.7,146
0,87826,26.799913,73100172,105.0,6.0,593
42000000,11560,14.046705,63781810,115.0,6.1,184
42000000,25189,3.844926,0,126.0,6.5,47
32000000,2637,14.733513,55157539,119.0,6.1,305
42000000,18480,16.122168,0,83.0,5.4,518
32000000,709,28.22119,156167015,133.0,5.9,541
42000000,49730,45.151657,89162162,100.0,5.6,922
60000000,2749,15.205371,56359980,120.0,5.7,191
48000000,9607,14.587367,20915465,104.0,4.0,232
42000000,1830,34.828241,24127895,122.0,7.0,1335
31000000,79,23.607392,177394432,99.0,7.2,635
40000000,54054,19.438503,36893721,91.0,5.3,388
44000000,228967,74.168016,12342632,112.0,6.1,2304
42000000,46528,7.349497,11087569,100.0,6.3,136
33000000,27936,7.663515,14000000,100.0,6.8,148
41000000,65,32.798571,215000000,110.0,6.8,1626
0,280391,5.794466,0,100.0,5.3,125
65000000,9476,36.670399,117487473,132.0,6.6,907
41000000,10610,14.653718,0,88.0,5.3,281
40000000,745,73.085576,672806292,107.0,7.7,3147
42000000,49527,34.041407,46221189,102.0,6.2,925
41000000,73937,9.419726,7448385,100.0,5.6,248
8000000,1885,28.456572,90815558,126.0,6.9,891
40000000,168672,49.664128,251171807,138.0,6.8,2807
40000000,18240,36.238968,317375031,108.0,6.7,1804
70000000,10398,19.439386,177841558,105.0,6.2,278
40000000,165,43.345252,332000000,108.0,7.4,3829
40000000,240832,115.241998,126546825,89.0,6.3,5878
40000000,216015,98.755657,571006128,125.0,5.2,3254
38000000,12279,21.998734,197011982,84.0,4.7,511
40000000,1645,25.219805,152266007,149.0,7.0,509
40000000,11007,26.516624,190212113,98.0,6.0,699
40000000,193756,37.084384,149295601,121.0,7.4,1526
40000000,11287,21.661028,107458785,128.0,6.7,354
40000000,259693,68.794673,320170008,134.0,7.0,1949
40000000,37799,69.27822,224920315,120.0,7.1,3391
40000000,10184,26.253357,177259441,129.0,6.2,959
45000000,4257,32.549282,178262620,83.0,5.3,750
40000000,4234,24.992057,161834276,116.0,5.7,736
40000000,196,45.769562,244527583,118.0,7.1,2900
40000000,257091,36.301202,111811453,100.0,5.9,944
40000000,6114,45.022964,215862692,128.0,7.1,1056
40000000,24803,22.853006,129540499,123.0,6.6,560
40000000,109410,31.884559,95020213,128.0,6.8,787
40000000,1213,31.385257,128798265,139.0,7.0,767
40000000,100042,67.767785,169837010,110.0,5.4,1127
40000000,9036,24.287306,120455994,120.0,6.7,542
35000000,257211,53.114573,194564672,121.0,7.1,1881
40000000,323675,25.136082,124827316,102.0,6.1,555
40000000,9361,37.776566,75505856,112.0,7.1,732
40000000,1677,21.743321,124731534,152.0,7.2,467
40000000,187,66.003433,158733820,124.0,7.2,2691
40000000,7461,24.862767,151161491,90.0,6.2,716
41000000,16538,25.391899,91636986,105.0,6.5,515
40000000,9889,29.854773,141069860,114.0,5.7,731
40000000,820,26.82041,205405498,189.0,7.5,502
40000000,11565,17.61292,138259062,99.0,5.4,371
57000000,6073,21.021809,147845033,123.0,5.8,441
20000000,16996,52.571674,136267476,102.0,6.1,1350
40000000,193610,34.519636,196781193,109.0,6.2,1437
40000000,19912,32.478077,186167139,82.0,5.4,831
40000000,296098,48.445978,165478348,141.0,7.2,2583
40000000,8007,24.012986,91753202,106.0,6.0,457
40000000,32823,17.869443,90029656,109.0,5.9,612
50000000,4380,14.231899,170128460,107.0,5.9,297
40000000,11551,23.088571,54682547,110.0,6.2,511
40000000,10336,19.833664,87840042,96.0,5.0,336
35000000,11362,26.595983,75395048,131.0,7.3,453
40000000,50348,26.072228,85412898,119.0,7.0,902
30000000,48138,38.643914,130786397,113.0,6.5,1265
40000000,1124,74.440708,109676311,130.0,8.0,4391
42000000,227159,82.185281,107670357,108.0,6.1,1536
40000000,68179,18.14218,74597643,89.0,5.7,332
40000000,1579,41.570047,120175290,139.0,7.3,1221
40000000,708,23.331459,191185897,130.0,6.2,440
40000000,34851,47.649554,126248813,107.0,6.0,1206
0,9930,7.519433,0,116.0,5.8,51
40000000,1586,32.908414,92913171,96.0,6.4,972
40000000,2044,29.88736,114830111,99.0,6.5,670
43000000,9913,29.105407,91974818,104.0,6.4,573
0,71864,16.394452,51854875,105.0,6.5,386
40000000,10761,19.574774,84601681,101.0,6.0,394
40000000,209451,14.199933,67347013,134.0,6.8,255
40000000,11975,12.229516,45916769,135.0,6.7,235
40000000,4970,27.303608,141591324,98.0,5.8,629
36000000,11831,3.698276,74000000,155.0,6.8,316
40000000,9096,7.021871,0,106.0,5.8,114
40000000,440,39.381913,41797066,94.0,4.9,740
40000000,11011,14.398356,0,95.0,5.4,415
65000000,10641,8.680334,0,103.0,5.7,135
40000000,11172,17.659032,145896422,96.0,6.2,554
40000000,39513,43.151268,97552050,104.0,6.5,1789
40000000,82687,15.283444,41863726,95.0,5.4,284
40000000,41446,35.21926,97138686,111.0,6.1,902
40000000,8224,25.580272,96618699,123.0,6.1,474
38000000,10537,10.794175,34416893,140.0,6.7,275
40000000,225886,72.641296,126069509,97.0,5.3,1695
40000000,10385,3.415534,36037909,94.0,5.0,40
47000000,55779,38.555482,157887643,92.0,5.9,866
0,10154,6.786117,0,102.0,5.3,140
40000000,10647,24.313684,55707411,122.0,7.0,432
30000000,11431,9.965073,50451307,103.0,5.9,182
40000000,8457,15.055732,0,102.0,5.5,275
0,188161,32.808675,0,116.0,5.8,1468
25000000,8850,8.178203,48063435,108.0,5.4,138
40000000,64685,31.066874,55247881,129.0,6.9,708
40000000,38357,22.491388,58785180,102.0,6.1,412
40000000,10060,12.885985,46442528,117.0,6.3,186
40000000,11398,7.832337,30199105,117.0,5.6,135
40000000,1833,10.433667,31670620,135.0,6.7,155
40000000,10391,3.321949,0,107.0,4.9,71
75000000,8970,4.842626,29000000,90.0,5.0,45
40000000,9306,13.210898,49627779,96.0,4.6,147
40000000,11370,3.296933,27053815,104.0,5.2,56
35000000,12184,22.939557,0,115.0,6.4,477
40000000,1921,19.372805,65754228,119.0,6.4,278
40000000,1683,13.445697,62771059,99.0,5.4,205
500000,203,17.002096,3000000,110.0,7.2,345
40000000,11858,4.516953,24332324,128.0,5.9,81
40000000,62835,33.785969,60965854,108.0,6.5,824
40000000,18937,16.059443,38172500,86.0,6.9,190
40000000,13536,3.476966,22433915,108.0,5.7,92
0,15556,5.778724,0,128.0,5.9,48
40000000,10718,7.360793,46546197,84.0,4.7,119
0,11062,3.621837,0,111.0,6.0,67
45000000,10802,14.513305,20350754,128.0,4.9,256
40000000,1887,22.364549,60474340,123.0,6.5,642
40000000,6071,6.90894,0,101.0,5.7,81
63600000,10461,4.494788,19412993,102.0,4.8,145
42000000,80278,47.559928,180274123,113.0,7.0,2025
55000000,12704,2.410546,14375181,107.0,4.2,28
40000000,10315,41.258956,46471023,87.0,7.5,1176
40000000,16643,8.980846,16872671,103.0,5.7,124
40000000,2687,7.222985,14358033,99.0,5.7,125
10000000,194,73.720244,173921954,122.0,7.8,3310
0,11025,10.0403,0,91.0,5.5,185
60000000,8849,15.219263,13395939,103.0,5.6,248
40000000,78698,8.303696,24719215,107.0,6.6,152
38000000,30943,4.746085,28121100,106.0,5.9,54
40000000,9544,6.756886,18902015,101.0,3.2,105
40000000,24418,16.424807,28169671,109.0,5.5,348
40000000,7288,15.590001,19322135,89.0,5.9,482
0,14655,5.483671,0,103.0,6.3,47
0,24575,1.630541,0,115.0,5.2,21
45000000,10366,14.566664,10667893,82.0,4.2,135
33000000,19898,28.353517,20645327,108.0,6.5,774
40000000,4965,9.579975,0,102.0,6.1,135
40000000,15074,2.911819,10959475,93.0,5.0,28
0,56715,10.844882,0,88.0,4.8,171
50000000,1272,51.502884,32017803,107.0,7.0,1182
40000000,72358,13.119133,22044277,91.0,6.0,373
40000000,20542,4.238482,0,94.0,5.4,15
40000000,266396,26.935458,13644292,115.0,5.5,392
40000000,9978,16.282962,23937870,93.0,5.1,213
20000000,8271,31.690456,117760134,105.0,6.6,1006
20000000,10428,17.842246,7563728,107.0,6.2,398
0,5353,8.048305,0,101.0,6.6,96
30000000,11934,14.188982,0,111.0,7.1,275
40000000,14392,6.884467,0,126.0,6.3,83
25000000,19495,8.212018,0,112.0,4.3,17
39200000,110415,64.238688,86758912,126.0,6.7,2854
25000000,77459,17.375562,0,90.0,6.5,313
0,26486,6.7698,0,90.0,5.9,15
15000000,9495,44.690107,94000000,102.0,7.3,953
40000000,256040,16.254032,100000000,159.0,7.5,135
39000000,24420,37.492928,101229792,107.0,6.7,798
0,1257,18.678415,69485490,102.0,5.8,191
39000000,62214,27.908783,35287788,87.0,6.6,932
39000000,16320,45.388937,38869464,119.0,7.4,1264
39000000,8842,2.817364,6614280,106.0,4.5,32
39000000,9531,22.164202,75850624,125.0,5.3,490
40000000,64807,21.362949,44907260,113.0,6.0,433
80341000,12289,14.8375,127814609,150.0,7.1,205
30000000,11529,18.256028,180622424,108.0,6.0,394
38000000,20943,22.332927,205298907,96.0,6.4,972
0,9099,5.417787,0,90.0,5.5,94
38000000,9488,24.085144,119723358,100.0,5.3,521
38000000,193,14.779041,120000000,118.0,6.4,452
3860000,44865,19.947265,64076736,130.0,6.3,273
38000000,55787,16.801218,114156230,120.0,6.7,850
40000000,257932,5.057695,0,88.0,6.8,19
50000000,10400,20.825781,73956241,146.0,7.2,396
38000000,1957,11.500783,51801187,114.0,6.2,264
35000000,10833,13.932203,0,123.0,5.7,254
38000000,256961,41.258487,107597242,94.0,5.0,567
53000000,5852,6.454634,29700000,102.0,5.6,88
38000000,12312,5.257009,0,99.0,5.5,40
38000000,622,30.359164,58401898,133.0,6.3,756
38000000,11306,3.426555,17380126,118.0,5.7,80
57000000,12508,11.60815,16991902,105.0,6.0,190
10000000,25793,18.664624,47536959,110.0,6.9,417
38000000,10534,10.047579,10300000,129.0,6.3,86
15000000,1091,52.731379,19629760,109.0,7.8,1588
38000000,87421,46.630062,98337295,119.0,6.2,2035
37000000,10871,4.131546,6482195,118.0,5.8,52
0,13503,5.641978,0,110.0,5.4,19
55000000,13600,23.465539,17869048,90.0,6.2,605
32000000,68722,25.682509,28258060,137.0,7.0,701
38000000,14324,6.760922,5410749,93.0,4.3,75
40000000,14325,3.87823,9793496,130.0,7.1,71
38000000,299687,57.889964,109906372,112.0,5.6,1945
37000000,312221,57.773583,173567581,133.0,7.3,1915
37000000,23168,24.218358,154026136,125.0,7.0,1468
40000000,76494,27.009723,79700000,110.0,5.8,594
37000000,4944,31.941347,163720069,96.0,6.5,1222
37000000,10488,14.353279,100076342,96.0,5.6,330
38000000,96721,33.003828,90247624,123.0,7.7,2277
37000000,334,30.993736,48451803,188.0,7.5,825
30000000,23742,25.825771,55583804,107.0,5.3,511
38000000,259694,46.078371,112343513,110.0,5.9,1201
37000000,62837,6.63839,95404397,113.0,6.7,163
37000000,8966,127.084938,392616625,122.0,5.8,3561
36000000,8470,27.465433,102244770,116.0,7.0,594
65000000,11001,16.865782,117758500,93.0,6.1,352
37000000,138832,100.348805,269994119,110.0,6.8,2972
36500000,16911,2.785832,21834845,115.0,5.3,23
36000000,2163,9.176339,50159144,95.0,6.6,198
36000000,36670,23.380757,160000000,134.0,5.8,338
36000000,23048,33.926473,64572262,101.0,6.0,894
36000000,227735,6.967857,52424533,107.0,6.7,96
42000000,2155,11.470135,32168970,124.0,5.4,173
36000000,8409,19.854932,44350926,109.0,5.8,258
37000000,222936,29.652536,26250020,105.0,5.2,692
0,31908,8.102925,0,130.0,6.2,40
0,10219,2.79483,0,127.0,6.3,32
37000000,48171,11.492474,96047633,114.0,5.8,556
36000000,782,70.398356,12532777,106.0,7.5,1808
36000000,75531,1.068453,3003296,95.0,4.6,14
37000000,11802,6.293217,63800345,81.0,5.2,99
0,9776,3.457194,0,95.0,5.3,71
35000000,18785,82.21166,459270619,100.0,7.2,6173
36000000,365222,19.167377,156844753,105.0,6.5,379
33000000,817,18.316151,310940086,95.0,6.2,1011
35000000,268,44.104469,411348924,126.0,7.0,2096
0,45054,6.668679,0,112.0,5.9,27
35000000,943,36.172182,321731527,118.0,6.4,811
29000000,22881,25.767395,309208309,129.0,7.2,1597
35000000,10054,21.543389,147934180,88.0,5.5,867
35000000,51540,50.309843,117000000,98.0,6.5,2277
38000000,44264,49.292384,252276927,110.0,7.2,1668
35000000,350,83.893257,326551094,109.0,7.0,3088
35000000,152,24.616634,139000000,132.0,6.2,530
35000000,109431,34.005726,173965010,111.0,5.6,1645
35000000,1598,27.714043,182300000,128.0,7.0,675
35000000,8065,45.149948,69823199,123.0,6.5,1375
35000000,271718,72.774941,140795793,125.0,5.9,1181
35000000,11638,3.74263,68915888,105.0,5.5,225
27000000,409,29.381878,231976425,162.0,7.0,542
35000000,2118,24.860326,126216940,138.0,7.7,1310
35000000,11459,11.041659,86369815,100.0,5.8,550
35000000,10806,11.897925,0,90.0,6.3,177
35000000,9348,23.607071,113374103,108.0,5.5,453
1800000,377,38.204158,25504513,91.0,7.2,1180
33000000,8843,25.413955,104155843,107.0,6.0,436
0,9313,28.98027,0,132.0,6.3,1018
35000000,39486,9.525037,60251371,123.0,6.8,103
34000000,1273,18.39217,95608995,90.0,6.0,345
32000000,13920,9.254647,52277485,109.0,6.8,141
35000000,50544,40.526587,150483765,109.0,6.5,2237
35000000,325133,50.179171,108758521,91.0,5.6,1462
35000000,140823,31.957947,112544580,125.0,7.3,1226
34000000,1883,19.822791,48169908,202.0,7.2,370
35000000,89492,38.429648,88058786,134.0,5.6,896
35000000,22949,13.707843,92219310,88.0,5.2,210
35000000,12437,51.927471,91353501,92.0,6.2,1428
35000000,2959,14.503568,69307224,91.0,5.2,253
0,9957,6.74556,0,80.0,5.2,242
30000000,11648,11.120167,58405313,98.0,5.8,140
35000000,9366,40.370442,41954997,127.0,7.4,1147
33000000,1576,40.715623,102984862,100.0,6.4,2065
10700000,609,36.230204,122200000,114.0,7.0,794
0,5516,23.666229,0,104.0,6.0,415
35000000,13051,25.903237,85416905,100.0,5.2,613
40000000,49530,60.231382,173930596,109.0,6.7,3417
35000000,34806,18.38292,77477008,106.0,5.7,458
35000000,49022,14.029012,59901913,112.0,5.9,296
0,11469,15.913783,0,95.0,5.1,287
35000000,23479,6.889633,35323292,102.0,6.9,97
35000000,11667,19.286099,99423521,102.0,4.1,325
35000000,423,50.587541,120072577,150.0,8.0,1864
35000000,2447,3.721272,0,101.0,6.4,35
40000000,10066,17.157738,68766121,113.0,5.5,677
27000000,2288,22.636908,115505027,104.0,6.7,811
35000000,88794,28.069419,84606030,137.0,6.0,741
35000000,13515,19.774543,72436439,110.0,6.0,485
35000000,11979,11.644243,45479110,101.0,5.4,239
35000000,169,27.934978,57120318,108.0,5.9,730
35000000,8090,12.677505,32483410,101.0,5.9,238
35000000,11622,8.737058,40263020,112.0,6.3,245
35000000,3604,12.343507,27107960,111.0,6.1,233
35000000,9541,14.699342,36098382,102.0,5.8,325
45000000,94348,14.513243,30353232,101.0,5.1,300
35000000,8197,5.525544,25105255,155.0,6.3,157
8900000,336004,15.079993,4100000,93.0,5.6,318
35000000,35019,23.835055,93246388,109.0,6.0,436
35000000,10410,5.926966,0,140.0,6.1,81
30000000,8836,25.454549,68369434,104.0,5.5,523
31000000,14442,22.71592,27388767,96.0,5.9,437
35000000,321741,35.120736,50363790,123.0,7.0,823
35000000,59965,19.893646,82087155,106.0,5.6,961
35000000,14175,14.051852,19478106,76.0,5.2,235
35000000,11004,9.011729,0,111.0,6.9,161
35000000,11918,19.088655,25871834,85.0,4.9,379
56000000,98357,29.490057,19701164,109.0,5.7,593
35000000,10012,11.195593,19294901,97.0,5.1,167
35000000,49526,17.709888,31083599,91.0,6.2,832
35000000,268920,18.262017,51680201,87.0,5.4,647
35000000,9093,10.10364,29882645,132.0,6.5,159
35000000,119283,28.670477,46216641,118.0,5.7,1455
31000000,11823,16.736734,41512007,98.0,6.0,293
35000000,35169,13.668633,39340177,92.0,4.6,149
30000000,118957,9.780588,0,93.0,5.3,191
27000000,849,9.904881,16519460,117.0,5.8,129
35000000,4515,9.789027,63215872,92.0,6.0,216
35000000,18886,6.81729,0,115.0,5.7,31
35000000,6575,10.73522,18317151,96.0,6.6,212
0,6440,11.1399,0,111.0,6.4,108
35000000,13496,6.727949,13678913,94.0,5.7,55
35000000,18320,16.343317,27409889,105.0,7.0,322
40000000,22787,14.818718,12206028,101.0,5.3,220
32000000,8967,43.862456,54674226,139.0,6.5,987
33000000,37498,2.706207,0,91.0,4.7,64
35000000,144336,27.903999,17508518,110.0,5.5,555
35000000,9616,3.746806,11560806,102.0,4.8,91
20500000,13056,17.112498,10089373,102.0,5.6,294
35000000,14113,10.304172,12506188,83.0,4.9,135
35000000,285783,37.335721,61181942,123.0,6.9,1121
0,49478,0.912395,0,103.0,4.7,9
35000000,9726,16.782471,42064105,118.0,6.5,357
35000000,20763,3.503408,4651977,114.0,6.6,53
35000000,9702,9.122828,0,180.0,7.7,115
35000000,9311,5.419181,0,121.0,6.6,60
35000000,9280,9.07278,16838910,114.0,6.2,142
35000000,26843,2.864979,0,173.0,7.4,34
35000000,11876,2.877488,15000000,135.0,6.7,25
38000000,22267,5.516207,635096,138.0,6.6,49
0,45958,13.930763,25147786,148.0,7.0,291
35000000,1969,20.27704,10496317,93.0,5.8,307
0,310706,0.126738,0,100.0,0.0,0
34000000,198663,131.815575,348319861,113.0,7.0,5371
35000000,239573,16.832312,14431253,91.0,5.0,320
34000000,10436,9.133747,32255440,139.0,7.0,169
35000000,1381,24.606012,15304890,96.0,6.8,827
70000000,2162,3.276912,11263966,101.0,5.3,29
35000000,127493,16.830184,2106557,96.0,5.1,344
41677699,12429,39.58676,187479518,100.0,7.5,926
34000000,228205,41.946523,63013281,128.0,7.3,1064
75000000,2900,20.697556,19598588,109.0,5.4,254
34000000,21311,1.656695,0,114.0,5.3,18
35000000,77875,17.932561,0,106.0,5.4,240
35000000,192136,15.50957,27330000,141.0,6.5,224
32000000,18254,4.602185,40382659,195.0,7.1,67
40000000,881,40.379966,243240178,138.0,7.1,877
50000000,10877,12.601306,79958599,101.0,5.3,110
30000000,9600,24.389194,173959438,98.0,5.6,506
34000000,202575,12.867326,0,85.0,6.3,121
30000000,71469,23.328823,64626786,89.0,4.8,469
33000000,85446,29.775441,140470746,99.0,6.7,663
33000000,326,19.642328,62022014,105.0,5.1,497
33000000,10685,7.339908,0,96.0,4.9,110
33000000,7220,35.099611,54700105,124.0,6.1,766
30000000,9763,16.541791,27610873,118.0,6.6,238
30000000,72387,31.92695,40346186,94.0,6.3,799
33000000,12596,9.060642,0,124.0,5.7,116
32350000,1892,46.509071,572700000,135.0,7.9,4665
30000000,13460,21.538222,22211426,108.0,5.8,363
32000000,8055,33.923786,113019290,124.0,7.2,813
35000000,50647,20.908494,24159934,98.0,5.3,394
32000000,10719,16.901954,173398518,97.0,6.4,987
32000000,9294,15.039407,152036382,123.0,6.2,323
33000000,11888,13.655735,0,99.0,5.3,185
0,9647,21.620317,60328000,101.0,6.7,390
32000000,9353,14.642055,80197993,92.0,5.6,359
32500000,55721,17.107065,288383523,125.0,6.5,1661
32000000,109414,38.21708,126041322,107.0,6.3,2359
29000000,10307,14.993169,50041732,103.0,6.0,242
32000000,11978,24.147269,48814909,129.0,7.0,544
32000000,22907,18.47242,69055695,107.0,6.0,394
35000000,87567,18.84332,21819348,90.0,5.7,414
32000000,38322,15.901137,83615414,107.0,5.3,313
32000000,45612,59.19888,147332697,93.0,7.1,2699
32000000,7305,14.48851,36733909,120.0,6.7,374
30000000,3594,23.197408,77566815,101.0,6.3,1018
33000000,157841,10.651202,9494789,105.0,6.7,232
35000000,11519,10.032626,31755742,113.0,5.6,143
0,12920,6.048743,0,106.0,6.3,67
32000000,59,34.628738,60740827,96.0,6.9,832
32000000,9335,47.5612,85167639,87.0,6.2,1061
32000000,12106,16.473355,18552460,107.0,6.3,427
28000000,11141,6.201404,30016165,90.0,5.6,104
32000000,8649,15.560918,0,121.0,6.6,225
32000000,31867,25.799697,18409891,111.0,6.2,620
70000000,10253,4.822033,53587404,90.0,4.0,104
32000000,3587,3.379454,0,110.0,5.4,44
30000000,124459,26.9385,27437881,100.0,5.3,724
32000000,24662,4.098444,3566637,75.0,7.1,24
0,32274,4.901553,0,132.0,7.2,18
32000000,182,5.347936,5914908,108.0,5.9,86
32000000,5494,4.120549,0,93.0,5.0,13
31500000,28,49.973462,89460381,153.0,8.0,2055
32000000,38073,13.611544,42045846,102.0,6.0,262
0,2054,6.775294,106269971,137.0,6.9,113
31500000,302156,27.891012,14708696,113.0,5.7,557
31000000,606,13.864975,128499205,161.0,7.0,279
31000000,87502,42.213765,161772375,138.0,6.5,2415
34000000,698,29.887404,210308099,126.0,5.9,541
30000000,120467,74.417456,174600318,99.0,8.0,4519
31000000,11313,7.06762,24185781,101.0,6.4,131
31000000,6488,15.895661,53208180,103.0,6.2,433
31000000,10559,19.258041,68106245,118.0,7.0,462
31000000,296099,47.753598,104384188,99.0,6.2,1195
30250000,8012,15.585138,115101622,105.0,6.4,302
45000000,1574,32.217425,306776732,113.0,6.9,677
34200000,9032,34.86859,234801895,93.0,6.1,875
30000000,2770,36.432598,287553595,108.0,6.0,1344
30000000,862,73.640445,373554033,81.0,7.7,5269
30000000,1637,49.526736,350448145,116.0,6.8,1783
30000000,72570,26.780961,196114570,104.0,7.0,1293
31000000,27569,6.487344,15134293,105.0,6.0,89
30000000,10637,25.996219,136706683,113.0,7.4,821
30000000,1669,46.212155,199200000,134.0,7.2,957
25000000,132363,32.105328,115922175,132.0,7.2,1101
20000000,9472,41.156217,167722310,92.0,6.2,981
30000000,2907,37.179547,191502426,99.0,6.7,848
30000000,9273,34.391792,212385533,90.0,6.1,1099
37000000,9880,40.176265,165335153,115.0,6.5,1023
26000000,2925,10.704596,116400000,102.0,6.5,166
33000000,807,79.579532,327311859,127.0,8.1,5765
30000000,17654,63.13678,210819611,112.0,7.3,3382
30000000,11836,27.870755,140161792,87.0,6.7,574
25000000,322,31.242999,156822020,138.0,7.6,1422
30000000,70,70.456012,216763646,132.0,7.7,2439
80000000,9535,29.415229,176885658,103.0,6.4,503
29000000,11036,55.109138,115603229,123.0,7.7,3067
30000000,6557,30.695228,160259319,111.0,6.1,978
35000000,18126,13.788422,155545279,102.0,6.0,449
30,16340,4.590277,103,78.0,6.0,100
30000000,10333,3.845231,74787599,132.0,5.9,56
30000000,4476,26.952727,160638883,133.0,7.2,619
25000000,22947,33.704181,163670000,109.0,6.7,1205
30000000,2755,19.925026,105834556,125.0,6.7,362
35000000,82654,43.742241,116980662,97.0,6.4,2652
30000000,59967,46.377628,47042000,118.0,6.6,4697
0,16300,9.166658,0,87.0,4.9,95
30000000,9598,34.36645,254134910,89.0,6.0,733
30000000,82696,12.967137,114281051,100.0,5.8,284
30000000,9870,50.670253,105173115,111.0,6.4,1172
45000000,8292,24.694551,92374674,109.0,6.7,607
30000000,8780,11.409124,63833449,99.0,5.8,205
0,9715,7.922716,0,114.0,5.8,81
30000000,10521,33.385429,114663461,89.0,5.9,856
19000000,10762,8.584398,69631118,95.0,5.3,214
37000000,10096,41.569541,96455697,98.0,6.3,1204
30000000,59436,43.753585,151119219,94.0,7.4,1990
0,227783,18.568021,0,85.0,5.5,319
53000000,4133,28.350529,83282296,124.0,7.4,1317
80000000,10207,10.81051,118880016,131.0,5.8,196
30000000,172,19.578249,70200000,107.0,5.6,376
30000000,21972,5.73667,0,99.0,5.7,100
30000000,36593,28.624038,51132598,83.0,6.3,521
30000000,707,27.230493,152427960,131.0,6.0,506
30000000,533,30.380747,192452832,85.0,6.8,643
30000000,6023,29.489274,156835339,126.0,6.9,977
30000000,6439,8.058109,93772522,102.0,5.1,123
30000000,4347,33.369305,129266061,123.0,7.4,1049
30000000,37056,16.52083,0,105.0,6.6,796
30000000,4105,11.19602,45892212,125.0,6.2,243
30000000,76489,14.585968,54819301,92.0,4.9,140
40000000,3933,43.571612,117195061,77.0,7.2,1894
0,9918,8.305085,42647449,118.0,7.2,144
30000000,273481,55.424027,84025816,121.0,7.2,2416
30000000,307081,65.364452,91709827,123.0,7.3,2067
30000000,16871,45.083509,90810892,99.0,6.2,966
25000000,293863,82.052056,65663276,112.0,7.4,1990
0,13156,15.011624,0,111.0,6.9,260
30000000,41233,25.060342,159291809,107.0,6.6,582
